Word,Val,Val_z
bill,3.11,-1.53
billboard,4.25,-0.64
billiard,6.1,0.81
billing,3.23,-1.44
billion,6.8,1.36
billionaire,6.0,0.73
bimbo,3.1,-1.54
bin,4.95,-0.09
binary,4.58,-0.38
bind,4.82,-0.19
binder,5.16,0.08
binding,4.15,-0.72
binge,3.53,-1.2
bingo,5.62,0.44
binoculars,5.57,0.4
bio,5.2,0.11
biochemical,4.05,-0.8
biochemist,5.37,0.24
biochemistry,5.48,0.33
biographer,5.53,0.37
biography,5.4,0.26
biological,6.57,1.18
biologist,5.85,0.62
biology,6.0,0.73
bionic,5.42,0.28
biopsy,3.1,-1.54
bipolar,3.26,-1.41
birch,6.53,1.15
bird,6.75,1.32
birdcage,5.2,0.11
birdie,6.47,1.1
birdman,5.0,-0.05
birth,6.52,1.14
birthday,6.37,1.02
birthing,5.29,0.18
birthmark,4.6,-0.36
birthplace,6.95,1.48
birthright,5.63,0.44
biscuit,6.45,1.09
bisexual,4.74,-0.25
bishop,4.53,-0.42
bisque,5.42,0.28
bistro,5.95,0.7
bit,5.05,-0.01
bitch,2.55,-1.97
bitchy,3.11,-1.53
bite,3.52,-1.21
biter,3.59,-1.16
bitsy,5.33,0.21
bitter,3.63,-1.12
bitterness,3.15,-1.5
bittersweet,5.09,0.02
bitty,5.16,0.08
biz,4.7,-0.29
bizarre,4.41,-0.51
blab,3.7,-1.07
blabbermouth,2.9,-1.7
black,5.4,0.26
black snake,2.6,-1.93
blackberry,6.63,1.23
blackbird,5.62,0.44
blackboard,4.95,-0.09
blacken,4.1,-0.76
blackface,3.2,-1.46
blackjack,5.0,-0.05
blacklist,3.45,-1.27
blackmail,2.59,-1.94
blackmailer,2.05,-2.36
blackness,3.82,-0.98
blackout,3.73,-1.05
blacksmith,5.58,0.4
bladder,4.58,-0.38
blade,3.9,-0.91
blame,2.94,-1.67
blameless,5.45,0.3
bland,3.88,-0.93
blank,4.67,-0.31
blanket,7.05,1.56
blare,4.8,-0.21
blase,4.46,-0.47
blasphemous,3.18,-1.48
blasphemy,2.95,-1.66
blast,4.45,-0.48
blaster,4.89,-0.14
blastoff,6.33,0.99
blatant,3.68,-1.09
blaze,4.47,-0.47
blazer,5.5,0.34
bleach,4.62,-0.35
bleak,3.96,-0.87
bleed,2.47,-2.03
bleeder,3.29,-1.39
bleep,5.0,-0.05
blemish,3.1,-1.54
blend,5.63,0.44
blender,5.16,0.08
bless,7.0,1.52
blessed,7.5,1.91
blessing,7.18,1.66
bleu,4.84,-0.18
blight,3.14,-1.51
blimp,5.14,0.06
blind,2.8,-1.78
blindfold,4.55,-0.4
blinding,3.37,-1.33
blindness,2.55,-1.97
blink,5.25,0.15
blip,4.52,-0.43
bliss,7.62,2.0
blissful,7.67,2.04
blister,2.87,-1.72
blistering,4.24,-0.65
blitz,5.6,0.42
blizzard,4.36,-0.55
bloat,3.4,-1.31
bloated,2.8,-1.78
blob,3.9,-0.91
block,4.48,-0.46
blockade,3.45,-1.27
blockage,3.7,-1.07
blockbuster,5.68,0.48
blockhead,4.81,-0.2
blog,5.14,0.06
bloke,5.0,-0.05
blond,6.08,0.8
blonde,6.0,0.73
blood,3.48,-1.24
bloodbath,2.05,-2.36
bloodhound,5.0,-0.05
bloodline,5.71,0.51
bloodshed,3.61,-1.14
bloodshot,2.85,-1.74
bloodstream,5.05,-0.01
bloodthirsty,2.55,-1.97
bloody,2.86,-1.73
bloom,6.4,1.05
bloomers,6.26,0.94
blooming,7.19,1.67
blossom,7.05,1.56
blot,4.37,-0.54
blotter,5.5,0.34
blouse,5.73,0.52
blow,6.1,0.81
blowfish,4.62,-0.35
blowjob,6.16,0.86
blowout,4.27,-0.62
blowtorch,5.22,0.12
blubber,3.85,-0.95
blue,6.53,1.15
blue spruce,5.58,0.4
blueberry,7.11,1.6
bluebird,7.29,1.75
bluegrass,5.65,0.46
bluejay,6.64,1.24
blueprint,4.95,-0.09
blues,3.43,-1.28
bluff,4.58,-0.38
blunder,3.95,-0.87
blunt,4.65,-0.32
blur,4.45,-0.48
blurry,4.1,-0.76
blurt,4.9,-0.13
blush,6.38,1.03
boa,3.63,-1.12
boa constrictor,3.79,-1.0
boar,5.0,-0.05
board,5.33,0.21
board game,6.33,0.99
boarder,5.15,0.07
boarding,5.22,0.12
boardroom,4.38,-0.54
boardwalk,6.86,1.41
boast,4.24,-0.65
boat,6.36,1.02
boathouse,6.05,0.77
boating,6.63,1.23
boatload,5.45,0.3
boatman,5.38,0.25
bobcat,5.38,0.25
bobsled,6.0,0.73
bode,4.71,-0.28
bodega,5.05,-0.01
bodily,4.74,-0.25
body,5.95,0.7
bodyguard,5.29,0.18
bog,3.57,-1.17
bogey,3.58,-1.16
bogeyman,3.81,-0.98
bogus,2.84,-1.74
bohemian,6.05,0.77
boil,4.48,-0.46
boiler,4.47,-0.47
bold,6.68,1.27
bollocks,4.68,-0.3
bolt,3.9,-0.91
bomb,2.47,-2.03
bombardier,4.73,-0.26
bombardment,3.14,-1.51
bomber,2.84,-1.74
bombing,2.1,-2.32
bombshell,5.68,0.48
bonanza,6.09,0.8
bonbon,6.71,1.29
bondage,4.38,-0.54
bonding,6.45,1.09
bondsman,3.58,-1.16
bone,5.24,0.14
bonehead,4.05,-0.8
boner,5.33,0.21
bonfire,6.53,1.15
bong,4.26,-0.63
bonkers,4.95,-0.09
bonnet,4.89,-0.14
bonny,5.1,0.03
bonsai,6.38,1.03
bonus,8.05,2.34
bony,4.95,-0.09
boob,5.29,0.18
booby,7.23,1.7
booger,3.25,-1.42
boogeyman,3.55,-1.19
boogie,3.8,-0.99
book,7.05,1.56
bookcase,6.1,0.81
bookie,4.57,-0.39
bookkeeper,5.58,0.4
bookkeeping,5.16,0.08
booklet,5.52,0.36
bookmaker,5.59,0.41
bookmark,6.26,0.94
bookshop,6.7,1.28
bookstore,7.19,1.67
bookworm,6.67,1.26
boom,4.74,-0.25
boomer,4.1,-0.76
boomerang,5.91,0.66
boon,4.84,-0.18
boost,6.53,1.15
booster,4.52,-0.43
boot,5.3,0.19
booth,5.25,0.15
bootleg,3.68,-1.09
bootlegger,5.56,0.39
boots,5.89,0.65
booty,5.63,0.44
booze,5.0,-0.05
bop,5.63,0.44
bopper,5.33,0.21
border,4.68,-0.3
borderline,4.0,-0.83
bored,2.95,-1.66
boredom,2.77,-1.8
boring,2.71,-1.85
born,7.33,1.78
boron,4.1,-0.76
borough,5.0,-0.05
borrow,5.18,0.09
bosom,6.44,1.08
boss,4.76,-0.24
bossy,2.86,-1.73
botanical,5.77,0.55
botany,5.55,0.38
bother,4.44,-0.49
bottle,5.47,0.32
bottleneck,4.5,-0.44
bottling,5.37,0.24
bottom,3.61,-1.14
bottomless,5.71,0.51
botulism,3.4,-1.31
bounce,6.1,0.81
bouncer,4.37,-0.54
bouncy,6.64,1.24
bound,4.05,-0.8
boundary,4.75,-0.25
bountiful,6.27,0.95
bounty,4.37,-0.54
bouquet,6.67,1.26
bourbon,5.7,0.5
bout,3.9,-0.91
boutique,6.1,0.81
bovine,4.4,-0.52
bow,5.46,0.31
bowel,3.21,-1.45
bowels,3.25,-1.42
bowl,5.67,0.48
bowler,5.18,0.09
bowling,6.68,1.27
box,5.33,0.21
boxcar,5.5,0.34
boxer,5.21,0.11
boxers,5.05,-0.01
boxing,4.47,-0.47
boy,5.84,0.61
boycott,4.2,-0.68
boyfriend,7.06,1.57
boyhood,5.42,0.28
boyish,5.73,0.52
boysenberry,5.95,0.7
bozo,4.35,-0.56
bra,5.9,0.66
brace,4.85,-0.17
bracelet,6.48,1.11
bracket,4.63,-0.34
brag,4.05,-0.8
braid,5.78,0.56
brain,6.22,0.91
brainless,3.57,-1.17
brainstorm,6.57,1.18
brainwash,3.11,-1.53
brainy,6.26,0.94
brake,4.9,-0.13
bran,4.84,-0.18
branch,5.15,0.07
brand,5.05,-0.01
brandy,5.67,0.48
brash,4.38,-0.54
brass,5.05,-0.01
brass knuckle,4.25,-0.64
brassiere,6.0,0.73
brat,2.67,-1.88
bratwurst,5.65,0.46
bravado,5.89,0.65
brave,7.38,1.82
bravery,7.38,1.82
brawl,3.64,-1.12
brawn,5.0,-0.05
brazen,5.0,-0.05
breach,3.67,-1.09
bread,6.52,1.14
breadth,4.63,-0.34
break,5.1,0.03
breakaway,4.67,-0.31
breakdown,3.48,-1.24
breaker,3.91,-0.91
breakfast,7.39,1.82
breaking and entering,2.0,-2.4
breakthrough,6.35,1.01
breakup,2.19,-2.25
breast,6.64,1.24
breath,6.61,1.21
breathe,7.17,1.65
breather,5.95,0.7
breathless,4.95,-0.09
breathtaking,7.0,1.52
breech,3.14,-1.51
breed,5.74,0.53
breeder,4.71,-0.28
breeding,5.62,0.44
breeze,7.61,2.0
breezy,6.26,0.94
brethren,5.62,0.44
brew,5.42,0.28
brewery,5.74,0.53
brewing,6.62,1.22
briar,4.95,-0.09
bribe,3.32,-1.37
bribery,3.59,-1.16
brick,4.65,-0.32
bridal,6.2,0.89
bride,6.8,1.36
bridegroom,6.1,0.81
bridesmaid,6.19,0.88
bridge,5.44,0.3
brief,6.0,0.73
briefcase,5.2,0.11
briefing,4.76,-0.24
brig,4.0,-0.83
brigade,4.43,-0.5
bright,6.84,1.39
brighten,7.37,1.81
brightness,7.05,1.56
brilliance,7.09,1.59
brilliant,7.5,1.91
brim,5.21,0.11
brimstone,3.67,-1.09
bring,5.68,0.48
brink,4.95,-0.09
brisk,5.86,0.62
brisket,5.6,0.42
brittle,3.86,-0.94
bro,5.32,0.2
broach,4.47,-0.47
broad,5.14,0.06
broadcast,4.89,-0.14
broadcasting,4.68,-0.3
broaden,6.39,1.04
broadside,3.8,-0.99
broadsword,5.24,0.14
broccoli,6.0,0.73
brochure,4.74,-0.25
broken,2.75,-1.81
brokenhearted,2.47,-2.03
broker,4.15,-0.72
brokerage,4.5,-0.44
bromide,4.43,-0.5
bronco,5.83,0.6
bronze,5.81,0.59
brooch,5.33,0.21
brood,4.65,-0.32
brooding,3.29,-1.39
brook,7.0,1.52
broom,5.5,0.34
broomstick,5.0,-0.05
broth,5.55,0.38
brothel,4.63,-0.34
brother,6.18,0.88
brotherhood,6.42,1.06
brotherly,7.45,1.87
brow,5.11,0.04
brown,5.52,0.36
brownstone,4.74,-0.25
browse,5.47,0.32
bruise,3.24,-1.43
bruising,3.42,-1.29
brunch,6.57,1.18
brunette,6.35,1.01
brunt,3.71,-1.06
brush,5.47,0.32
brutal,3.07,-1.56
brutality,2.43,-2.07
brute,3.48,-1.24
brutish,3.0,-1.62
bubble,6.43,1.07
bubbly,6.9,1.44
bubonic,2.17,-2.27
buck,6.5,1.13
buckaroo,5.53,0.37
bucket,4.55,-0.4
buckle,5.05,-0.01
bucko,4.78,-0.22
buckshot,4.76,-0.24
buckwheat,5.24,0.14
budding,6.16,0.86
buddy,7.41,1.84
budge,4.83,-0.18
budget,4.56,-0.4
Budweiser,4.62,-0.35
buff,6.21,0.9
buffer,5.42,0.28
buffet,6.05,0.77
buffoon,3.95,-0.87
bug,3.45,-1.27
bugger,3.71,-1.06
buggy,4.65,-0.32
bugle,5.05,-0.01
bugler,4.0,-0.83
build,6.33,0.99
builder,5.95,0.7
building,5.47,0.32
buildup,5.37,0.24
bulb,5.86,0.62
bulge,3.74,-1.04
bulimic,2.86,-1.73
bulk,4.89,-0.14
bulkhead,4.67,-0.31
bulky,4.21,-0.67
bull,3.95,-0.87
bulldog,4.74,-0.25
bulldozer,4.81,-0.2
bullet,3.45,-1.27
bulletin,5.6,0.42
bulletproof,6.2,0.89
bullfighter,3.94,-0.88
bullfrog,5.05,-0.01
bullheaded,3.42,-1.29
bullhorn,4.3,-0.6
bullion,5.79,0.57
bullpen,5.15,0.07
bullshit,2.33,-2.14
bully,2.67,-1.88
bum,3.64,-1.12
bumblebee,5.43,0.29
bummer,2.57,-1.96
bump,5.05,-0.01
bumper,4.79,-0.21
bumpy,4.3,-0.6
bun,5.47,0.32
bunch,5.83,0.6
bundle,5.1,0.03
bungalow,6.5,1.13
bungee,5.71,0.51
bunghole,3.9,-0.91
bunion,3.48,-1.24
bunk,5.43,0.29
bunker,4.7,-0.29
bunkhouse,5.63,0.44
bunny,7.3,1.75
buoy,5.9,0.66
burden,3.05,-1.58
burdened,3.27,-1.41
bureau,4.7,-0.29
bureaucracy,3.24,-1.43
bureaucrat,3.05,-1.58
bureaucratic,3.67,-1.09
burger,6.95,1.48
burglar,2.67,-1.88
burglary,2.26,-2.2
burial,2.65,-1.89
burlesque,5.68,0.48
burn,3.73,-1.05
burner,3.9,-0.91
burp,5.38,0.25
burr,4.33,-0.58
burrito,6.65,1.24
burro,4.86,-0.16
burrow,5.53,0.37
burst,5.43,0.29
bury,1.95,-2.44
bus,5.12,0.04
busboy,4.71,-0.28
bush,4.75,-0.25
bushel,5.68,0.48
bushy,4.53,-0.42
business,5.48,0.33
business man,4.44,-0.49
businessman,5.38,0.25
businesswoman,6.1,0.81
busload,4.67,-0.31
bust,4.77,-0.23
buster,4.59,-0.37
bustle,5.29,0.18
busy,5.41,0.27
busybody,3.68,-1.09
butcher,4.4,-0.52
butler,5.62,0.44
butt,5.36,0.23
butter,6.36,1.02
buttercup,6.83,1.39
butterfly,7.23,1.7
buttermilk,5.9,0.66
butterscotch,6.55,1.17
buttocks,6.85,1.4
button,5.48,0.33
buy,6.82,1.38
buyer,5.9,0.66
buzzard,4.74,-0.25
buzzer,5.16,0.08
byline,4.68,-0.3
bypass,3.95,-0.87
bystander,4.68,-0.3
byzantine,4.5,-0.44
cab,4.81,-0.2
cabana,6.2,0.89
cabaret,5.81,0.59
cabbage,4.6,-0.36
cabbie,4.76,-0.24
cabernet,5.94,0.69
cabin,5.9,0.66
cabinet,5.1,0.03
cable,5.9,0.66
caboodle,5.15,0.07
caboose,5.94,0.69
cache,4.95,-0.09
cactus,5.11,0.04
cadaver,3.65,-1.11
caddie,4.8,-0.21
cadet,4.8,-0.21
cafeteria,5.68,0.48
caffeine,6.74,1.31
cage,3.11,-1.53
cagey,3.65,-1.11
cahoots,4.84,-0.18
cake,7.58,1.97
cakewalk,7.33,1.78
calamari,4.2,-0.68
calamity,3.95,-0.87
calcium,5.7,0.5
calculate,4.89,-0.14
calculation,5.33,0.21
calculator,5.86,0.62
calculus,4.0,-0.83
calendar,5.53,0.37
calf,5.44,0.3
caliber,4.79,-0.21
calisthenics,5.05,-0.01
call,6.18,0.88
callback,5.95,0.7
caller,5.52,0.36
calligraphy,6.8,1.36
callous,2.9,-1.7
calm,6.89,1.43
camaraderie,5.85,0.62
camcorder,6.43,1.07
camel,5.29,0.18
cameo,5.86,0.62
camera,6.61,1.21
cameraman,4.86,-0.16
camouflage,5.85,0.62
camp,7.0,1.52
campaign,4.55,-0.4
camper,5.21,0.11
campfire,6.55,1.17
camping,6.09,0.8
campsite,6.47,1.1
campus,6.44,1.08
can,6.41,1.06
can opener,5.52,0.36
canal,5.71,0.51
canary,6.37,1.02
cancel,3.61,-1.14
cancellation,3.74,-1.04
cancer,1.9,-2.48
candid,5.58,0.4
candidacy,4.8,-0.21
candidate,4.5,-0.44
candle,6.14,0.84
candlelight,6.63,1.23
candlestick,5.95,0.7
candor,6.14,0.84
candy,7.27,1.73
cane,4.64,-0.33
canine,6.22,0.91
canister,4.84,-0.18
canker,2.58,-1.95
cannabis,6.05,0.77
canned,4.32,-0.58
cannibal,2.9,-1.7
cannibalism,2.32,-2.15
cannon,4.74,-0.25
cannonball,5.14,0.06
canoe,5.76,0.55
canon,4.9,-0.13
canopy,6.0,0.73
cantaloupe,6.1,0.81
canteen,5.05,-0.01
cantina,5.6,0.42
canvas,5.67,0.48
canvass,5.4,0.26
canyon,5.5,0.34
cap,5.0,-0.05
capability,6.63,1.23
capable,7.05,1.56
capacity,5.14,0.06
caper,4.9,-0.13
capital,5.29,0.18
capitalism,3.62,-1.13
capitalist,5.24,0.14
capitalize,5.95,0.7
cappuccino,6.37,1.02
capricious,5.0,-0.05
capsule,5.6,0.42
captain,5.71,0.51
captive,3.27,-1.41
captivity,3.14,-1.51
capture,5.05,-0.01
car,6.63,1.23
caramel,6.68,1.27
caravan,5.86,0.62
carbon,4.5,-0.44
carburetor,5.06,-0.0
carcass,2.85,-1.74
card,5.5,0.34
cardboard,4.71,-0.28
cardiac,3.73,-1.05
cardigan,5.95,0.7
cardinal,6.14,0.84
cardiologist,4.84,-0.18
cardiology,4.76,-0.24
care,7.64,2.02
career,6.11,0.82
carefree,7.32,1.77
careful,6.32,0.99
careless,3.53,-1.2
carelessness,3.76,-1.02
caress,6.82,1.38
caretaker,6.17,0.87
cargo,5.21,0.11
carjack,2.32,-2.15
carnage,3.3,-1.38
carnal,5.16,0.08
carnation,5.75,0.54
carnival,6.48,1.11
carnivorous,4.52,-0.43
carousel,6.7,1.28
carp,4.55,-0.4
carpal,4.19,-0.69
carpenter,5.94,0.69
carpentry,4.87,-0.15
carpet,5.95,0.7
carpeting,5.16,0.08
carpool,5.05,-0.01
carriage,6.1,0.81
carrier,5.19,0.1
carrot,5.79,0.57
carry,5.67,0.48
carsick,2.48,-2.03
cart,5.37,0.24
carte,5.47,0.32
cartel,3.7,-1.07
cartilage,4.17,-0.7
carton,5.3,0.19
cartoon,6.74,1.31
cartridge,5.05,-0.01
carve,5.09,0.02
cascade,6.24,0.92
case,5.18,0.09
cash,7.51,1.92
cashier,5.1,0.03
cashmere,6.62,1.22
casing,4.3,-0.6
casino,4.68,-0.3
casket,2.42,-2.07
casserole,6.0,0.73
cassette,5.36,0.23
cast,5.26,0.15
castaway,4.1,-0.76
caste,4.0,-0.83
castle,6.42,1.06
castrate,2.19,-2.25
castration,2.25,-2.21
casual,6.05,0.77
casualty,3.33,-1.36
cat,6.95,1.48
catalog,5.95,0.7
catalogue,4.85,-0.17
catalyst,5.3,0.19
catamaran,5.29,0.18
catapult,5.25,0.15
catastrophe,2.7,-1.85
catastrophic,2.05,-2.36
catatonic,3.2,-1.46
catch,5.64,0.45
catcher,5.39,0.26
catchphrase,4.89,-0.14
catchy,5.22,0.12
category,5.05,-0.01
cater,5.73,0.52
caterer,6.16,0.86
caterpillar,5.25,0.15
catfish,5.24,0.14
cathedral,6.0,0.73
catheter,2.84,-1.74
catholic,4.95,-0.09
cathouse,4.95,-0.09
catnip,4.74,-0.25
cattle,5.42,0.28
catwalk,5.65,0.46
cauldron,4.91,-0.12
cauliflower,5.35,0.22
cause,5.14,0.06
caution,3.29,-1.39
cautious,6.05,0.77
cavalier,5.48,0.33
cavalry,5.05,-0.01
cave,5.15,0.07
caveman,5.4,0.26
cavern,5.38,0.25
caviar,5.53,0.37
caving,5.0,-0.05
cavity,2.6,-1.93
cayenne,5.55,0.38
cease,3.95,-0.87
cedar,6.32,0.99
ceiling,5.39,0.26
celebrate,7.84,2.18
celebration,7.53,1.93
celebrity,5.42,0.28
celery,5.71,0.51
celestial,6.76,1.33
celibacy,3.85,-0.95
celibate,3.72,-1.05
cell,4.09,-0.76
cellar,4.7,-0.29
cellblock,2.95,-1.66
cellist,5.84,0.61
cellmate,2.2,-2.25
cello,5.75,0.54
cellophane,5.05,-0.01
cellular,5.68,0.48
cellulite,2.67,-1.88
celluloid,4.3,-0.6
cement,4.62,-0.35
cemetery,3.49,-1.23
censor,4.1,-0.76
censorship,3.43,-1.28
census,4.91,-0.12
cent,5.37,0.24
centennial,5.58,0.4
center,5.56,0.39
centerfold,4.89,-0.14
centerpiece,5.95,0.7
centipede,3.95,-0.87
central,5.33,0.21
century,5.36,0.23
ceramic,5.74,0.53
ceramics,5.21,0.11
cereal,6.45,1.09
cerebral,4.95,-0.09
ceremonial,5.67,0.48
ceremony,6.38,1.03
certain,6.11,0.82
certainty,6.38,1.03
certifiable,5.16,0.08
certificate,6.0,0.73
certified,6.06,0.78
certify,5.89,0.65
cervical,4.67,-0.31
cervix,4.45,-0.48
cesspool,2.95,-1.66
cha cha,6.52,1.14
chain,4.79,-0.21
chainsaw,4.0,-0.83
chair,5.89,0.65
chairman,5.57,0.4
chalet,5.1,0.03
chalice,5.19,0.1
chalk,5.0,-0.05
challenge,5.95,0.7
challenger,5.33,0.21
chamber,4.73,-0.26
chambermaid,4.65,-0.32
chameleon,6.3,0.97
champ,6.35,1.01
champagne,6.86,1.41
champion,7.33,1.78
championship,6.74,1.31
chance,6.05,0.77
chancellor,4.91,-0.12
chandelier,6.47,1.1
change,5.09,0.02
changer,4.95,-0.09
channel,5.67,0.48
chant,4.32,-0.58
chaos,2.84,-1.74
chaotic,4.55,-0.4
chap,5.1,0.03
chapel,6.67,1.26
chaperon,5.1,0.03
chaplain,5.1,0.03
chapter,5.7,0.5
character,6.14,0.84
characteristic,5.57,0.4
characterize,5.5,0.34
charade,3.95,-0.87
charcoal,6.2,0.89
chardonnay,6.1,0.81
charge,4.61,-0.36
charger,5.28,0.17
chariot,6.11,0.82
charisma,6.5,1.13
charismatic,6.95,1.48
charitable,7.33,1.78
charity,6.85,1.4
charlatan,4.18,-0.69
charm,7.34,1.79
charmer,6.53,1.15
charming,7.05,1.56
charred,3.86,-0.94
chart,5.35,0.22
charter,5.55,0.38
chase,3.77,-1.01
chaser,4.72,-0.27
chassis,5.0,-0.05
chaste,5.81,0.59
chastity,4.0,-0.83
chat,5.75,0.54
chateau,6.21,0.9
chatter,5.9,0.66
chatterbox,4.6,-0.36
chatty,4.42,-0.51
chauffeur,5.42,0.28
chauvinist,2.6,-1.93
cheap,5.24,0.14
cheapskate,3.76,-1.02
cheat,3.05,-1.58
cheater,2.95,-1.66
check,6.55,1.17
checkbook,4.86,-0.16
checker,4.94,-0.1
checkered,4.71,-0.28
checkers,5.24,0.14
checklist,6.4,1.05
checkmate,5.14,0.06
checkout,5.6,0.42
checkpoint,4.44,-0.49
checkup,4.48,-0.46
cheek,5.9,0.66
cheeky,5.7,0.5
cheer,7.1,1.6
cheerful,8.0,2.3
cheerleader,5.79,0.57
cheerleading,5.7,0.5
cheery,7.21,1.68
cheese,6.81,1.37
cheeseburger,7.2,1.68
cheesecake,7.67,2.04
cheesy,4.9,-0.13
cheetah,6.27,0.95
chef,6.15,0.85
chemical,4.89,-0.14
chemist,4.95,-0.09
chemistry,5.74,0.53
chemo,1.5,-2.8
chemotherapy,2.25,-2.21
cherish,6.75,1.32
cherry,7.05,1.56
cherub,5.29,0.18
chess,5.05,-0.01
chest,5.18,0.09
chestnut,5.68,0.48
chew,5.58,0.4
chewy,5.37,0.24
chic,6.47,1.1
chick,5.86,0.62
chicken,6.17,0.87
chicken pox,3.19,-1.47
chickenpox,2.76,-1.81
chief,5.83,0.6
chiffon,6.0,0.73
child,7.2,1.68
childbirth,6.62,1.22
childhood,6.65,1.24
childish,4.89,-0.14
childless,3.57,-1.17
childlike,5.9,0.66
children,6.36,1.02
chili,4.45,-0.48
chill,5.16,0.08
chilling,4.67,-0.31
chilly,4.41,-0.51
chime,6.05,0.77
chimney,4.89,-0.14
chimp,6.0,0.73
chimpanzee,6.39,1.04
chin,5.07,0.0
chinchilla,6.15,0.85
chip,6.32,0.99
chipmunk,7.33,1.78
chipper,5.95,0.7
chiropractor,5.3,0.19
chirp,5.9,0.66
chisel,5.25,0.15
chiseler,4.32,-0.58
chitchat,6.0,0.73
chivalry,6.7,1.28
chloride,4.32,-0.58
chlorine,3.84,-0.96
chloroform,3.0,-1.62
chocolate,7.63,2.01
choice,6.36,1.02
choir,6.15,0.85
choke,2.42,-2.07
cholera,2.68,-1.87
cholesterol,3.76,-1.02
choose,6.0,0.73
choosy,5.29,0.18
chop,4.6,-0.36
chopper,5.05,-0.01
choppers,4.8,-0.21
chord,5.75,0.54
chore,3.9,-0.91
choreographer,5.32,0.2
choreography,5.95,0.7
chorus,6.0,0.73
chow,6.16,0.86
chowder,6.0,0.73
christen,5.7,0.5
christening,5.8,0.58
christmas,8.37,2.59
chrome,6.26,0.94
chromium,4.8,-0.21
chromosome,4.95,-0.09
chronic,3.86,-0.94
chronicle,6.1,0.81
chubby,4.33,-0.58
chuck,5.06,-0.0
chuckle,7.1,1.6
chug,5.2,0.11
chum,5.3,0.19
chummy,5.95,0.7
chump,4.1,-0.76
chunk,4.67,-0.31
chunky,4.1,-0.76
church,5.21,0.11
churn,4.84,-0.18
chute,4.05,-0.8
chutney,5.05,-0.01
cider,5.6,0.42
cigar,4.4,-0.52
cigarette,3.0,-1.62
cilantro,5.81,0.59
cinch,4.47,-0.47
cinder,4.8,-0.21
cinema,6.86,1.41
cinematic,6.05,0.77
cinematography,5.43,0.29
cinnamon,6.75,1.32
cipher,5.71,0.51
circle,5.76,0.55
circuit,4.82,-0.19
circuitry,4.4,-0.52
circular,5.47,0.32
circulate,5.19,0.1
circulation,5.71,0.51
circulatory,5.47,0.32
circumcision,4.11,-0.75
circumference,5.24,0.14
circumstance,5.0,-0.05
circumstantial,4.0,-0.83
circumvent,5.0,-0.05
circus,5.85,0.62
cirque,5.32,0.2
cirrhosis,1.86,-2.51
citadel,5.61,0.43
citation,3.7,-1.07
cite,4.95,-0.09
citizen,6.43,1.07
citizenship,7.24,1.71
citrus,6.36,1.02
city,6.12,0.83
citywide,5.7,0.5
civic,5.74,0.53
civics,5.33,0.21
civil,5.8,0.58
civilian,5.48,0.33
civility,5.87,0.63
civilization,6.2,0.89
civilized,6.48,1.11
claim,5.15,0.07
clairvoyant,5.79,0.57
clam,4.7,-0.29
clambake,4.6,-0.36
clammy,3.81,-0.98
clamp,4.6,-0.36
clan,5.2,0.11
clandestine,5.67,0.48
clang,4.1,-0.76
clap,6.05,0.77
clapper,5.16,0.08
clarification,6.06,0.78
clarify,6.0,0.73
clarinet,4.74,-0.25
clarity,7.26,1.72
clash,3.96,-0.87
clasp,5.19,0.1
class,5.73,0.52
classic,6.32,0.99
classic rock,5.79,0.57
classical,6.79,1.35
classification,4.77,-0.23
classified,5.53,0.37
classify,5.6,0.42
classmate,5.95,0.7
classroom,5.57,0.4
classy,6.63,1.23
clatter,4.05,-0.8
clause,4.9,-0.13
claustrophobia,2.9,-1.7
claustrophobic,2.95,-1.66
clavicle,4.42,-0.51
claw,4.65,-0.32
clay,5.45,0.3
clean,7.09,1.59
cleaner,5.8,0.58
cleanliness,7.21,1.68
cleanse,6.65,1.24
cleanser,6.4,1.05
cleansing,6.85,1.4
cleanup,4.86,-0.16
clear,6.14,0.84
clearance,6.62,1.22
cleat,4.24,-0.65
cleavage,5.53,0.37
cleaver,4.95,-0.09
cleft,4.36,-0.55
clemency,5.15,0.07
clench,3.68,-1.09
clergy,4.8,-0.21
cleric,4.65,-0.32
clerical,4.65,-0.32
clerk,4.76,-0.24
clever,7.36,1.8
cleverness,6.95,1.48
click,5.7,0.5
clicker,5.32,0.2
client,5.22,0.12
clientele,5.1,0.03
cliff,4.77,-0.23
climate,5.8,0.58
climax,7.53,1.93
climb,5.62,0.44
climber,6.0,0.73
clinch,4.85,-0.17
cling,4.8,-0.21
clingy,3.39,-1.31
clinic,4.95,-0.09
clinical,4.82,-0.19
clink,5.0,-0.05
clip,5.36,0.23
clipboard,4.75,-0.25
clipper,5.67,0.48
clipping,5.1,0.03
clique,4.06,-0.79
clitoris,5.57,0.4
cloak,5.95,0.7
cloaking,4.95,-0.09
cloakroom,4.95,-0.09
clobber,4.0,-0.83
clock,5.65,0.46
clockwork,5.58,0.4
clod,3.58,-1.16
clog,2.95,-1.66
clone,4.18,-0.69
cloning,4.29,-0.61
close,5.23,0.13
closeness,6.85,1.4
closet,5.1,0.03
closure,5.21,0.11
clot,2.95,-1.66
cloth,6.2,0.89
clothe,5.74,0.53
clothes,6.77,1.34
clothesline,5.23,0.13
clothing,6.37,1.02
cloud,6.2,0.89
clouds,6.76,1.33
cloudy,4.89,-0.14
clout,5.24,0.14
clove,5.53,0.37
